CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
,04/17/2024 10:30:00 PM,24-019053,BATTERY W/SERIOUS BODILY INJURY,25X,3932 MACARTHUR BLVD,Oakland,CA,POINT (-122.197625992 37.790774008)
,03/28/2024 09:45:00 PM,24-015667,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,14X,411 GRAND AVE.,Oakland,CA,POINT (-122.253568993 37.80849201)
,03/09/2024 04:45:00 PM,24-905286,THEFT,20X,3010 E 9TH ST,Oakland,CA,POINT (-122.231027325 37.774545873)
,05/21/2024 04:35:00 PM,24-025249,ROBBERY-FIREARM,19X,1470 17TH AVE,Oakland,CA,POINT (-122.242449979 37.788175995)
,05/17/2024 05:30:00 AM,24-024438,VEHICLE THEFT - AUTO,31Y,1845 40TH AVE,Oakland,CA,POINT (-122.215872976 37.777629005)
,05/17/2024 07:01:00 AM,24-024341,VEHICLE THEFT - AUTO,23X,4000 ALAMEDA AVE,Oakland,CA,POINT (-122.223908958 37.769720008)
,04/10/2024 12:00:00 AM,24-017756,DISTURB THE PEACE,20X,1811 27TH AVE.,Oakland,CA,POINT (-122.22842102 37.784316003)
,04/10/2024 03:30:00 AM,24-017599,VEHICLE THEFT - AUTO,34X,94TH AV&WALNUT ST,Oakland,CA,POINT (-122.170380029 37.748200017)
,04/25/2024 06:53:00 PM,24-020912,SC BURGLARY - FORCE,29X,5956 MACARTHUR BLVD,Oakland,CA,POINT (-122.183016727 37.776012214)
BURG - OTHER,03/06/2024 05:35:00 AM,24-011455,BURGLARY-FORCIBLE ENTRY,14Y,458 SANTA CLARA AV,Oakland,CA,POINT (-122.248270923 37.811897215)
,04/14/2024 09:30:00 AM,24-018300,VANDALISM:DAMAGE PROPERTY,27Y,5533 EDGERLY ST,Oakland,CA,POINT (-122.199005989 37.769501995)
,04/18/2024 02:00:00 AM,24-906912,GRAND THEFT,13X,5925 MANCHESTER DRIVE,Oakland,CA,POINT (-122.239871035 37.844477993)
,03/01/2024 09:30:00 PM,24-904372,BURGLARY-AUTO,,SHATTUCK AVE,Oakland,CA,POINT (-122.264810204 37.842572634)
DOMESTIC VIOLENCE,03/02/2024 11:10:00 PM,24-010922,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,30Y,7801 SUNKIST DR,Oakland,CA,POINT (-122.163097999 37.769159008)
FELONY ASSAULT,02/23/2024 08:29:00 PM,24-009621,ASSAULT WITH FIREARM ON PERSON,18Y,1836 E 25TH ST,Oakland,CA,POINT (-122.233922985 37.795167006)
,05/02/2024 08:22:00 AM,24-021535,BATTERY,09X,3877 HOWE ST,Oakland,CA,POINT (-122.25501001 37.82616299)
FELONY ASSAULT,03/27/2024 03:22:00 AM,24-015238,VEHICLE THEFT - AUTO,19X,2142 E 12TH ST,Oakland,CA,POINT (-122.238764037 37.784192999)
,03/06/2024 01:00:00 AM,24-904295,GRAND THEFT,,3333 N FEDERAL,Oakland,CA,POINT (-122.27248 37.804828)
MISDEMEANOR ASSAULT,03/25/2024 12:30:00 AM,24-014847,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,22X,2438 DELMER ST,Oakland,CA,POINT (-122.208664958 37.803903002)
,04/16/2024 12:45:00 AM,24-018719,BURGLARY-AUTO,02Y,1514 5TH ST,Oakland,CA,POINT (-122.296778961 37.804656996)
DOMESTIC VIOLENCE,04/26/2024 03:00:00 PM,24-020623,BATTERY AGAINST PO,07X,3700 MANDELA PKWY,Oakland,CA,POINT (-122.286764012 37.827382012)
,05/04/2024 04:50:00 PM,24-021969,GRAND THEFT,35X,8800 FONTAINE ST,Oakland,CA,POINT (-122.150934014 37.76097102)
ROBBERY,03/25/2024 02:00:00 AM,24-010331,ROBBERY-FIREARM,23X,1500 34TH AV,Oakland,CA,POINT (-122.222641028 37.778142983)
,04/15/2024 01:30:00 PM,24-018540,VEHICLE THEFT - AUTO,27Y,5818 INTERNATIONAL BLVD.,Oakland,CA,POINT (-122.199636978 37.765462002)
MISDEMEANOR ASSAULT,03/01/2024 12:20:00 PM,24-010686,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,32Y,2116 105TH AV,Oakland,CA,POINT (-122.158911993 37.741476012)
,05/10/2024 10:19:00 AM,24-023029,VEHICLE THEFT - AUTO,17Y,XCROSS FROM 3220 PARK BLVD,Oakland,CA,POINT (-122.235764993 37.803031997)
,05/03/2024 11:45:00 PM,24-021839,ATTEMPTED ROBBERY-OTHER DANGEROUS WEAPON,18Y,E24TH ST AND 23RD AVE,Oakland,CA,POINT (-122.229098027 37.790790982)
ROBBERY,03/08/2024 08:35:00 PM,24-013503,ATTEMPTED ROBBERY-FIREARM,14Y,3321 LAKESHORE AV,Oakland,CA,POINT (-122.243911029 37.811116007)
OTHER,04/06/2024 11:37:00 PM,24-017030,CONTEMPT OF COURT:DISOBEY COURT ORDER/PROCESS (AMENDED),10Y,836 45TH ST,Oakland,CA,POINT (-122.271002011 37.834346997)
,04/24/2024 01:00:00 AM,24-020095,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,22Y,3342 KANSAS ST,Oakland,CA,POINT (-122.199976026 37.79562801)
,05/14/2024 01:40:00 AM,24-907721,VANDALISM,12Y,483 CAVOUR ST,Oakland,CA,POINT (-122.259334212 37.838853674)
DOMESTIC VIOLENCE,03/23/2024 03:10:00 AM,24-014567,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,23X,1606 34TH AV,Oakland,CA,POINT (-122.221851033 37.779623018)
,04/19/2024 10:17:00 AM,24-019374,VEHICLE THEFT - AUTO,17Y,1311 33RD ST,Oakland,CA,POINT (-122.232669975 37.800801991)
,04/27/2024 05:00:00 PM,24-021036,VEHICLE THEFT - AUTO,32X,2100 106TH AVENUE,Oakland,CA,POINT (-122.158695991 37.740820003)
,03/19/2024 01:54:00 AM,24-907246,THEFT,06X,3737 MARTIN LUTHER KING JR WAY,Oakland,CA,POINT (-122.269221924 37.826865193)
RECOVERED O/S STOLEN,04/10/2024 10:50:00 AM,24-017645,VEHICLE THEFT - AUTO,31Y,200 SEXTUS RD,Oakland,CA,POINT (-122.195044072 37.733622141)
PETTY THEFT,03/03/2024 12:08:00 PM,24-905145,THEFT,28X,3344 HIGH ST,Oakland,CA,POINT (-122.197228019 37.785776005)
,04/24/2024 11:00:00 PM,24-020302,VEHICLE THEFT - AUTO,28X,2700 HIGH ST,Oakland,CA,POINT (-122.20295596 37.782931983)
WEAPONS,03/19/2024 08:16:00 PM,24-014020,PROHIBITED POSSESS AMMUNITION OR RELOADED AMMUNITION,21Y,2664 FRUITVALE AV,Oakland,CA,POINT (-122.220013972 37.790174995)
,05/21/2024 10:00:00 PM,24-025229,POSSESS/BUY/ETC FIREARM W/O IDENTIFICATION MARK,20X,1508 27TH AV,Oakland,CA,POINT (-122.230251963 37.781542012)
HOMICIDE,03/05/2024 02:20:00 AM,24-011276,SC UNEXPLAINED DEATH,10Y,950 46TH ST,Oakland,CA,POINT (-122.274467006 37.835628003)
,05/06/2024 06:03:00 AM,24-022252,VEHICLE THEFT - AUTO,31Y,350 HEGENBERGER RD.,Oakland,CA,POINT (-122.19705895 37.735656816)
,03/22/2024 08:52:00 AM,24-014395,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",16X,3400 LAKESHORE AV,Oakland,CA,POINT (-122.242682996 37.81087398)
,04/22/2024 02:00:00 PM,24-906964,BURGLARY-AUTO,02Y,1491 3RD,Oakland,CA,POINT (-122.254707504 37.797853065)
,04/06/2024 07:00:00 PM,24-016981,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,30X,2427 HAVENSCOURT BLVD,Oakland,CA,POINT (-122.187011988 37.766342018)
,05/07/2024 06:00:00 PM,24-022562,THEFT,14X,273 MACARTHUR BLVD,Oakland,CA,POINT (-122.252287987 37.81498698)
,04/08/2024 08:50:00 AM,24-907075,VANDALISM,,BROOKLYN AVE,Oakland,CA,POINT (-122.249455951 37.804868053)
,03/11/2024 09:00:00 PM,24-905774,VANDALISM,15X,144 ATHOL AVE,Oakland,CA,POINT (-122.253059038 37.800727015)
STOLEN VEHICLE,03/31/2024 01:24:00 PM,24-016139,VEHICLE THEFT - AUTO,29X,5800 WALNUT ST,Oakland,CA,POINT (-122.191058016 37.772619015)
ROBBERY,03/10/2024 01:27:00 AM,24-012249,ROBBERY-FIREARM,24Y,3400 DEERING ST,Oakland,CA,POINT (-122.212217041 37.788769015)
,03/17/2024 08:00:00 PM,24-905642,BURGLARY-AUTO,,20TH ST,Oakland,CA,POINT (-122.269501973 37.809536925)
,03/28/2024 09:00:00 AM,24-907558,MAIL/ETC THEFT/ETC,32X,10018 PLYMOUTH ST,Oakland,CA,POINT (-122.165256004 37.743274014)
MISDEMEANOR ASSAULT,02/24/2024 10:41:00 PM,24-009795,BATTERY,08X,357 34TH ST,Oakland,CA,POINT (-122.262317111 37.822082954)
WEAPONS,03/07/2024 06:43:00 PM,24-011848,CARRY CONCEALED WEAPON ON PERSON,30X,8000 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.181044995 37.756642018)
MISDEMEANOR ASSAULT,02/28/2024 10:10:00 AM,24-010307,BATTERY,09X,210 40TH STREET WY,Oakland,CA,POINT (-122.254925017 37.827225019)
,04/02/2024 11:00:00 AM,24-016504,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",03X,250 BLK OF 11TH ST,Oakland,CA,POINT (-122.267587003 37.800402527)
,03/22/2024 10:30:00 AM,24-906115,VANDALISM,,E 18TH ST AT 11TH AVE,Oakland,CA,POINT (-122.245161022 37.793973003)
STOLEN VEHICLE,04/17/2024 08:00:00 PM,24-019185,VEHICLE THEFT - AUTO,08X,2919 TELEGRAPH AV,Oakland,CA,POINT (-122.267906993 37.818764997)
,04/16/2024 10:15:00 PM,24-018849,SC UNEXPLAINED DEATH,09X,4500 GILBERT ST,Oakland,CA,POINT (-122.250575983 37.832853006)
,03/15/2024 07:45:00 PM,24-905807,GRAND THEFT,15X,301 E 18TH ST,Oakland,CA,POINT (-122.252023035 37.799495001)
,03/27/2024 06:00:00 PM,24-015460,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,03Y,27TH ST AND WOOD ST.,Oakland,CA,POINT (-122.275641981 37.817907004)
,04/21/2024 02:59:00 AM,24-020180,TAMPER WITH VEHICLE,35X,8000 CREST AVE,Oakland,CA,POINT (-122.158689034 37.767504001)
STOLEN VEHICLE,02/27/2024 03:30:00 PM,24-010584,VEHICLE THEFT - AUTO,03X,1109 WEBSTER ST,Oakland,CA,POINT (-122.270083151 37.801434665)
,04/24/2024 03:25:00 PM,24-020200,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",12X,5055 TELEGRAPH AV,Oakland,CA,POINT (-122.262635027 37.836899999)
,04/22/2024 06:15:00 AM,24-019752,VANDALISM (AMENDED),21X,2744 GARDEN ST,Oakland,CA,POINT (-122.222581013 37.792589989)
DOMESTIC VIOLENCE,03/27/2024 09:35:00 PM,24-015476,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,30X,7608 HALLIDAY AV,Oakland,CA,POINT (-122.175807982 37.763706999)
,03/21/2024 08:00:00 PM,24-905632,BURGLARY-AUTO,04X,508 16TH ST,Oakland,CA,POINT (-122.270727 37.806379016)
,03/11/2024 10:52:00 AM,24-904535,THEFT,31X,451 HEGENBERGER ROAD,Oakland,CA,POINT (-122.197289039 37.737543014)
,03/20/2024 06:30:00 AM,24-014064,ATTEMPTED ROBBERY-FIREARM,02X,1050 7TH ST,Oakland,CA,POINT (-122.286394035 37.804002998)
,04/30/2024 11:55:00 PM,24-021331,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,05Y,1532 PERALTA ST,Oakland,CA,POINT (-122.292766963 37.812456986)
,05/09/2024 06:00:00 PM,24-907407,BURGLARY-AUTO,14X,214 GRAND AVE,Oakland,CA,POINT (-122.25987604 37.810804997)
,03/14/2024 03:30:00 PM,24-905727,VANDALISM,,CASTRO / 14TH ST,Oakland,CA,POINT (-122.270774517 37.804151159)
,05/15/2024 03:28:00 AM,24-023892,BURGLARY-FORCIBLE ENTRY,31Y,640 HEGENBERGER RD,Oakland,CA,POINT (-122.194940011 37.746223983)
,05/22/2024 12:00:00 PM,24-025362,SC UNEXPLAINED DEATH,17Y,2960 PARK BLVD,Oakland,CA,POINT (-122.238132964 37.802751999)
,04/14/2024 10:29:00 PM,24-018497,TRESPASS:OCCUPY PROPERTY W/O CONSENT,33X,1130 88TH AVE,Oakland,CA,POINT (-122.179788967 37.74897199)
,03/30/2024 06:00:00 PM,24-905587,THEFT,14Y,176 SANTA ROSA AVE,Oakland,CA,POINT (-122.250129982 37.819493007)
STOLEN VEHICLE,04/02/2024 07:00:00 PM,24-016440,VEHICLE THEFT - AUTO,12Y,445 60TH ST,Oakland,CA,POINT (-122.25868296 37.846611984)
,03/26/2024 09:00:00 PM,24-015205,ASSAULT WITH FIREARM ON PERSON,32X,10125 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.168918979 37.741507989)
,05/14/2024 03:01:00 PM,24-023810,ASSAULT WITH FIREARM ON PERSON,29X,6235 SEMINARY AVE,Oakland,CA,POINT (-122.174141995 37.780114993)
,05/21/2024 07:45:00 PM,24-022577,DISTURB THE PEACE,08X,3532 TELEGRAPH AV,Oakland,CA,POINT (-122.265456963 37.824167007)
,04/21/2024 02:55:00 PM,24-019655,CRUELTY TO ELDER/DEPENDENT ADULT WITH LIKELY GBI OR DEATH,21X,3211 DAVIS ST,Oakland,CA,POINT (-122.218637998 37.789062004)
STOLEN VEHICLE,02/29/2024 04:41:00 AM,24-010874,VEHICLE THEFT - AUTO,23X,1011 40TH AV,Oakland,CA,POINT (-122.219747008 37.77225302)
DOMESTIC VIOLENCE,02/29/2024 11:05:00 PM,24-010608,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,26Y,7120 HAWLEY ST,Oakland,CA,POINT (-122.195202071 37.75557048)
,05/07/2024 09:00:00 PM,24-022913,SC UNEXPLAINED DEATH,27X,1640 45TH AV,Oakland,CA,POINT (-122.211366027 37.773244012)
,04/11/2024 07:17:00 PM,24-018794,CONTEMPT OF COURT:VIOLATE PROTECTIVE ORDER/ETC,34X,2787 79TH AVE,Oakland,CA,POINT (-122.16740898 37.765271984)
,05/07/2024 12:00:00 AM,24-022590,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,24X,2101 41ST AV,Oakland,CA,POINT (-122.211319004 37.778682987)
,04/02/2024 07:15:00 AM,24-906323,GRAND THEFT,,1032 61 ST,Oakland,CA,POINT (-122.280927821 37.844403872)
,03/16/2024 05:40:00 AM,24-013314,BURGLARY-AUTO,12Y,419 60TH ST,Oakland,CA,POINT (-122.257310004 37.84652301)
,05/22/2024 03:00:00 PM,24-025329,THEFT,31X,400 CASWELL AVE,Oakland,CA,POINT (-122.186000963 37.734145996)
ROBBERY,03/04/2024 09:08:00 AM,24-011133,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,29X,6115 FOOTHILL BLVD,Oakland,CA,POINT (-122.187721013 37.770925997)
OTHER,02/27/2024 02:12:00 PM,24-010221,CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC,04X,1441 FRANKLIN ST,Oakland,CA,POINT (-122.269885038 37.804616009)
,05/02/2024 09:00:00 AM,24-023041,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $400],22X,3700 LINCOLN AV,Oakland,CA,POINT (-122.211754025 37.801653006)
,03/09/2024 03:30:00 PM,24-905018,VANDALISM,04X,1811 HARRISON ST,Oakland,CA,POINT (-122.266089042 37.805797019)
,04/03/2024 03:54:00 PM,24-016498,VEHICLE THEFT - AUTO,24X,36TH AVE & FOOTHILL BLVD,Oakland,CA,POINT (-122.218667 37.780830012)
,04/02/2024 06:00:00 PM,24-016358,MISD-CARRY LOADED HANDGUN: NOT REGISTERED OWNER,19X,1200 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.247930637 37.790600278)
MISDEMEANOR ASSAULT,03/07/2024 06:00:00 AM,24-011775,THREAT CRIME:INT:TERRORIZE,19X,939 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.250036187 37.792297111)
,03/25/2024 11:01:00 AM,24-014947,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,07X,1074 W GRAND AVE,Oakland,CA,POINT (-122.282290786 37.815300266)
BURG - COMMERCIAL,03/13/2024 01:00:00 PM,24-013137,BURGLARY-NO FORCE,08X,327 34TH ST,Oakland,CA,POINT (-122.26127498 37.821570001)
,03/21/2024 10:50:00 AM,24-014282,CARJACKING - STRONGARM,07X,32ND ST & CHESTNUT ST,Oakland,CA,POINT (-122.279909962 37.823509992)
,03/31/2024 12:57:00 AM,24-906145,BURGLARY-AUTO,31Y,540 HEGENBERGER ROAD,Oakland,CA,POINT (-122.195706033 37.744225989)
,03/16/2024 03:00:00 PM,24-013366,BURGLARY-FORCIBLE ENTRY,08X,2200 BLOCK OF NORTH GATE,Oakland,CA,POINT (-122.271070871 37.81266708)
,04/14/2024 04:09:00 AM,24-018251,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,19X,1044 E 12TH ST,Oakland,CA,POINT (-122.250034337 37.7909511)
,04/06/2024 11:50:00 PM,24-017011,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,31Y,8400 EDES AVE,Oakland,CA,POINT (-122.194768014 37.742048999)
FORCIBLE RAPE,04/04/2024 10:50:00 PM,24-016697,ORAL COPULATION,27Y,1538 48TH AV,Oakland,CA,POINT (-122.208241002 37.771600991)
STOLEN VEHICLE,03/12/2024 06:00:00 PM,24-012803,VEHICLE THEFT - AUTO,30X,7321 HALLIDAY AV,Oakland,CA,POINT (-122.177584261 37.765075373)
,04/11/2024 10:00:00 PM,24-017901,BATTERY,27Y,6258 HAYES ST,Oakland,CA,POINT (-122.191278417 37.766756695)
,03/30/2024 02:50:00 AM,24-906001,BURGLARY-AUTO,09X,67 GLENEDEN AVE,Oakland,CA,POINT (-122.247456993 37.828355989)
,04/12/2024 05:05:00 PM,24-018036,PROHIBITED POSSESS AMMUNITION OR RELOADED AMMUNITION,29X,5700 BLK TRASK ST,Oakland,CA,POINT (-122.193876378 37.771012328)
,04/14/2024 07:30:00 AM,24-018844,THEFT,28X,4902 FLEMING AV,Oakland,CA,POINT (-122.196517433 37.779372875)
,05/13/2024 04:35:00 PM,24-023650,BATTERY,23X,34T H AV&INTERNATIONAL BLVD,Oakland,CA,POINT (-122.223641995 37.776492)
DUI,04/08/2024 08:05:00 PM,24-017281,DUI ALCOHOL/DRUGS,17Y,2433 14TH AV,Oakland,CA,POINT (-122.236116027 37.795861991)
,03/29/2024 03:40:00 PM,24-905937,BURGLARY-AUTO,19X,1018 4TH AVE,Oakland,CA,POINT (-122.256799965 37.794637982)
,04/06/2024 08:00:00 PM,24-017912,VEHICLE THEFT - AUTO,13Y,IFO 6544 PINE NEEDLE DR,Oakland,CA,POINT (-122.212673017 37.846872996)
,05/02/2024 05:00:00 PM,24-021786,THEFT,08X,1083 65TH ST,Oakland,CA,POINT (-122.28395599 37.84815899)
NARCOTICS,02/29/2024 02:50:00 PM,24-010558,ASSAULT WITH FIREARM ON PERSON,31X,633 HEGENBERGER RD,Oakland,CA,POINT (-122.197519961 37.747374986)
BURG - AUTO,02/26/2024 01:00:00 PM,24-904221,BURGLARY-AUTO,17Y,2304 9TH AV,Oakland,CA,POINT (-122.241726034 37.798669007)
,03/01/2024 08:25:00 PM,24-906729,THEFT BY USE OF ACCESS CARD,13Z,6783 CHELTON DRIVE,Oakland,CA,POINT (-122.190279002 37.830501002)
,03/22/2024 07:00:00 PM,24-906171,GRAND THEFT,03Y,1001 BROADWAY,Oakland,CA,POINT (-122.273249031 37.802024995)
BURG - RESIDENTIAL,03/07/2024 04:30:00 AM,24-011748,BURGLARY-FORCIBLE ENTRY,15X,590 BODEN WY,Oakland,CA,POINT (-122.247274016 37.808112981)
RECOVERED O/S STOLEN,03/13/2024 07:50:00 AM,24-012759,RECEIVE/ETC KNOWN STOLEN PROPERTY,23X,37TH AV & SAN LEANDRO ST,Oakland,CA,POINT (-122.22244003 37.773147997)
,03/14/2024 11:11:00 AM,24-012992,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,26Y,6211 TEVIS ST,Oakland,CA,POINT (-122.200998032 37.761058988)
,05/07/2024 12:00:00 PM,24-907269,BURGLARY-AUTO,25Y,5651 DREYER PLACE,Oakland,CA,POINT (-122.159279958 37.793234013)
,04/03/2024 05:10:00 PM,24-906745,VANDALISM,13Z,2343 ARROWHEAD DRIVE,Oakland,CA,POINT (-122.187715984 37.83569401)
ROBBERY,03/14/2024 08:00:00 PM,24-013062,VANDALISM:DAMAGE PROPERTY,31X,449 HEGENBERGER RD,Oakland,CA,POINT (-122.197507975 37.736640995)
STOLEN VEHICLE,02/23/2024 05:00:00 PM,24-010282,VEHICLE THEFT - AUTO,20X,1301 30TH AV,Oakland,CA,POINT (-122.229126022 37.77846401)
BURG - COMMERCIAL,03/11/2024 02:48:00 AM,24-012397,BURGLARY-FORCIBLE ENTRY,01X,49 4TH ST,Oakland,CA,POINT (-122.265683022 37.793417996)
,03/08/2024 11:05:00 AM,24-904883,BURGLARY-AUTO,18X,2030 14TH AVE,Oakland,CA,POINT (-122.240135987 37.793426)
,02/29/2024 09:30:00 AM,24-903797,BURGLARY-AUTO,04X,1700 CASTRO ST,Oakland,CA,POINT (-122.275445006 37.808886002)
,04/17/2024 09:50:00 PM,24-906348,BURGLARY-AUTO,04X,1547 LAKESIDE DRIVE,Oakland,CA,POINT (-122.262245017 37.803015987)
PETTY THEFT,04/02/2024 01:01:00 PM,24-016471,THEFT,23X,3336 SAN LEANDRO ST,Oakland,CA,POINT (-122.225216032 37.774683017)
DOMESTIC VIOLENCE,02/29/2024 01:44:00 PM,24-010546,DAMAGE/DESTROY ANY WIRELESS COMMUNICATION DEVICE,14X,2332 HARRISON ST,Oakland,CA,POINT (-122.261527023 37.811904996)
,04/01/2024 02:30:00 PM,24-016188,VANDALISM,15X,300 BLOCK OF E 18TH ST,Oakland,CA,POINT (-122.251451316 37.799555656)
,05/12/2024 12:13:00 AM,24-023320,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,17Y,1411 31ST ST.,Oakland,CA,POINT (-122.231684012 37.798288007)
,05/06/2024 10:58:00 AM,24-022248,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,31X,8465 ENTERPRISE WAY,Oakland,CA,POINT (-122.193957987 37.742635984)
STOLEN VEHICLE,03/07/2024 11:00:00 PM,24-012048,VEHICLE THEFT - AUTO,01X,150 4TH ST,Oakland,CA,POINT (-122.268136572 37.794615805)
WEAPONS,04/04/2024 03:50:00 PM,24-016646,VEHICLE THEFT - AUTO,07X,2901 SAN PABLO AV,Oakland,CA,POINT (-122.276512022 37.819673008)
,04/15/2024 12:00:00 AM,24-018442,SC UNEXPLAINED DEATH,13Z,6923 ARMOUR DR,Oakland,CA,POINT (-122.204182987 37.837894008)
STOLEN VEHICLE,04/14/2024 09:30:00 PM,24-018368,VEHICLE THEFT - AUTO,77X,730 WEST ST.,Oakland,CA,POINT (-122.269204042 37.837827624)
RECOVERED O/S STOLEN,04/06/2024 10:46:00 PM,24-017007,VEHICLE THEFT - AUTO,19X,22ND AV & INTERNATIONAL BLVD,Oakland,CA,POINT (-122.237879998 37.784590008)
,05/07/2024 10:00:00 PM,24-022678,VEHICLE THEFT - AUTO,27X,5233 YGNACIO AV,Oakland,CA,POINT (-122.202273911 37.773458512)
,05/09/2024 12:59:00 AM,24-022819,TRANSPORT/SELL CONTROLLED SUBSTANCE,28X,3535 PIERSON ST,Oakland,CA,POINT (-122.188617039 37.78340598)
MISDEMEANOR ASSAULT,03/09/2024 05:56:00 PM,24-012210,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,25X,4300 MACARTHUR BLVD,Oakland,CA,POINT (-122.194339029 37.787108979)
,04/20/2024 03:53:00 AM,24-019428,GRAND THEFT,08X,3026 RICHMOND BLVD,Oakland,CA,POINT (-122.259843015 37.81868101)
,04/21/2024 11:30:00 AM,24-906512,GRAND THEFT,12Y,340 62ND ST,Oakland,CA,POINT (-122.254019017 37.849395991)
VANDALISM,02/26/2024 09:00:00 PM,24-010233,VANDALISM,24Y,2817 HIGH ST,Oakland,CA,POINT (-122.202437037 37.783933998)
,05/09/2024 03:00:00 PM,24-023068,VEHICLE THEFT - AUTO,18X,1751 16TH AV,Oakland,CA,POINT (-122.241390213 37.79139428)
OTHER SEX OFFENSES,04/08/2024 04:00:00 PM,24-017807,SEXUAL BATTERY,30Y,2719 PARKER AV,Oakland,CA,POINT (-122.169717398 37.765132137)
PETTY THEFT,03/16/2024 06:30:00 PM,24-013569,THEFT,29X,3862 DELMONT AV,Oakland,CA,POINT (-122.172438038 37.776603982)
,03/21/2024 12:00:00 PM,24-014316,VEHICLE THEFT - AUTO,09X,FAIRMOUNT AVE/YOSEMITE AVE,Oakland,CA,POINT (-122.260159718 37.817255575)
DOMESTIC VIOLENCE,05/12/2024 06:55:00 PM,24-023435,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,18Y,2157 E 27TH ST,Oakland,CA,POINT (-122.228738024 37.793846982)
,04/24/2024 11:45:00 AM,24-020160,VANDALISM,03Y,500 BLOCK OF JEFFERSON STREET,Oakland,CA,POINT (-122.278457859 37.79966045)
,03/11/2024 11:37:00 PM,24-012548,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,31Z,641 CAPISTRANO DR,Oakland,CA,POINT (-122.178589013 37.731750993)
,04/17/2024 10:00:00 PM,24-019088,SC UNEXPLAINED DEATH,21Y,3026 TEXAS ST,Oakland,CA,POINT (-122.21117098 37.795215998)
,04/25/2024 01:28:00 PM,24-020355,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,27X,5333 FAIRFAX AVE,Oakland,CA,POINT (-122.200990991 37.771960994)
,04/21/2024 06:00:00 AM,24-020071,VEHICLE THEFT - AUTO,19X,2200 E.12TH ST,Oakland,CA,POINT (-122.238123995 37.783816987)
,05/19/2024 09:20:00 AM,24-024688,VEHICLE THEFT - AUTO,27X,4844 GORDON ST,Oakland,CA,POINT (-122.200284983 37.778319003)
,04/11/2024 12:30:00 PM,24-906213,BURGLARY-AUTO,04X,1520 LAKESIDE DRIVE,Oakland,CA,POINT (-122.26148897 37.803049012)
,04/21/2024 04:50:00 AM,24-019580,VEHICLE THEFT - AUTO,02X,1200 MIDDLE HARBOR RD,Oakland,CA,POINT (-122.297700513 37.797805409)
STOLEN VEHICLE,03/10/2024 12:37:00 AM,24-012363,VEHICLE THEFT - AUTO,17Y,1326 E 34TH ST,Oakland,CA,POINT (-122.231407995 37.801782004)
STOLEN VEHICLE,03/09/2024 11:30:00 PM,24-012319,VEHICLE THEFT - AUTO,32X,1100 101ST AV,Oakland,CA,POINT (-122.173399023 37.739430996)
,05/16/2024 10:00:00 AM,24-907796,BURGLARY-AUTO,31X,333 HEGENBERGER ROAD,Oakland,CA,POINT (-122.198872968 37.73537998)
,04/06/2024 12:00:00 PM,24-017155,THEFT,18Y,1232 E 19TH ST,Oakland,CA,POINT (-122.242537989 37.793868984)
STOLEN VEHICLE,05/06/2024 06:00:00 PM,24-022469,VEHICLE THEFT - AUTO,18Y,2216 E 27TH ST,Oakland,CA,POINT (-122.22754476 37.793766216)
,03/14/2024 06:31:00 AM,24-012943,ASSAULT WITH FIREARM ON PERSON,33X,8400 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.177593998 37.754419012)
